instrument family,instrument,technique original,modulation technique,file_name,subset,label
Strings,Violin,tremolo,tremolo,Vn-trem-G6-mf-2c.wav,training,2
Strings,Violin,trill-major-second-up,trill,Vn-trill-maj2-G4-mf-4c.wav,validation,1
Strings,Violoncello,sul-ponticello-tremolo,tremolo,Vc-pont-trem-F4-mf-1c.wav,training,2
Strings,Viola,tremolo,tremolo,Va-trem-A#5-ff-1c.wav,training,2
Strings,Violin,sul-ponticello-tremolo,tremolo,Vn-pont-trem-B5-mf-1c.wav,test,2
Strings,Violin,tremolo,tremolo,Vn-trem-G5-mf-3c.wav,validation,2
Strings,Viola,tremolo,tremolo,Va-trem-D#4-pp-3c.wav,test,2
Bassoons,Bassoon,trill-major-second-up,trill,Bn-trill-maj2-D#2-mf.wav,training,1
Strings,Viola,sul-ponticello-tremolo,tremolo,Va-pont-trem-D5-mf-2c.wav,training,2
Flutes,Flute,trill-minor-second-up,trill,Fl-trill-min2-C#6-mf.wav,training,1
Strings,Violoncello,tremolo,tremolo,Vc-trem-C5-mf-1c.wav,training,2
Tubas,Bass-Tuba,flatterzunge-and-voice-unison,flatterzunge,BBTb-flatt+voice-uni-B1-mf.wav,test,4
Trombones,Tenor-Trombone,ordinario-to-flatterzunge,flatterzunge,TTbn-ord_flatt-B2-f.wav,training,4
Strings,Violin,trill-minor-second-up,trill,Vn-trill-min2-A#3-mf-4c.wav,test,1
Strings,Viola,tremolo,tremolo,Va-trem-E4-pp-4c.wav,training,2
Strings,Violoncello,tremolo,tremolo,Vc-trem-A#4-pp-1c.wav,test,2
PluckedStrings,Harp,bisbigliando-with-stick,bisbigliando,Hp-bisb+stick-C7-mf.wav,training,3
Horns,Horn,flatterzunge,flatterzunge,Hn-flatt-A#4-ff.wav,training,4
Strings,Viola,tremolo,tremolo,Va-trem-F5-ff-3c.wav,test,2
Tubas,Bass-Tuba,trill-minor-second-up,trill,BBTb-trill-min2-E3-mf.wav,training,1
Strings,Violin,sul-ponticello-tremolo,tremolo,Vn-pont-trem-G#3-mf-4c.wav,validation,2
Oboes,Oboe,vibrato,vibrato,Ob-vib-D6-mf.wav,training,0
Strings,Viola,tremolo,tremolo,Va-trem-F5-pp-1c.wav,training,2
Flutes,Flute,flatterzunge,flatterzunge,Fl-flatt-C#4-pp.wav,validation,4
Trumpets,Trumpet-C-cup,flatterzunge,flatterzunge,TpC+C-flatt-F#3-mf.wav,training,4
Strings,Violin,tremolo-to-ordinario,tremolo,Vn-trem_ord-F#4-mf-4c.wav,validation,2
Strings,Viola-sordina-piombo,tremolo,tremolo,Va+SP-trem-B5-mf-1c.wav,training,2
PluckedStrings,Harp,bisbigliando,bisbigliando,Hp-bisb-B4-mf.wav,training,3
Strings,Contrabass,trill-minor-second-up,trill,Cb-trill-min2-D#4-mf-1c.wav,training,1
PluckedStrings,Harp,bisbigliando,bisbigliando,Hp-bisb-A3-p.wav,training,3
Bassoons,Bassoon,trill-major-second-up,trill,Bn-trill-maj2-F2-mf.wav,validation,1
Trombones,Tenor-Trombone,vibrato,vibrato,TTbn-vib-G3-p.wav,test,0
Horns,Horn,flatterzunge,flatterzunge,Hn-flatt-B2-mf.wav,training,4
Strings,Viola,trill-minor-second-up,trill,Va-trill-min2-F#4-mf-3c.wav,training,1
Strings,Viola,tremolo,tremolo,Va-trem-C#5-mf-2c.wav,training,2
PluckedStrings,Harp,bisbigliando-with-stick,bisbigliando,Hp-bisb+stick-B5-mf.wav,training,3
Strings,Violoncello,trill-major-second-up,trill,Vc-trill-maj2-F4-mf-1c.wav,training,1
Strings,Contrabass,tremolo,tremolo,Cb-trem-F#4-pp-1c.wav,training,2
Strings,Violoncello,tremolo-to-ordinario,tremolo,Vc-trem_ord-C4-mf-1c.wav,training,2
Bassoons,Bassoon,vibrato,vibrato,Bn-vib-D2-mf.wav,training,0
Horns,Horn,flatterzunge,flatterzunge,Hn-flatt-E4-ff.wav,training,4
Strings,Viola,tremolo,tremolo,Va-trem-E5-mf-2c.wav,validation,2
Trombones,Tenor-Trombone,flatterzunge,flatterzunge,TTbn-flatt-F3-mf.wav,training,4
Strings,Viola,tremolo,tremolo,Va-trem-A3-ff-4c.wav,training,2
Trombones,Tenor-Trombone,flatterzunge,flatterzunge,TTbn-flatt-F2-mf.wav,validation,4
Strings,Violin,tremolo,tremolo,Vn-trem-A5-pp-1c.wav,validation,2
Strings,Viola,tremolo,tremolo,Va-trem-D5-mf-3c.wav,test,2
PluckedStrings,Harp,bisbigliando,bisbigliando,Hp-bisb-G#4-mf.wav,test,3
Strings,Violin,tremolo,tremolo,Vn-trem-G#6-pp-1c.wav,validation,2
Clarinets,Clarinet-Bb,trill-minor-second-up,trill,BbCl-trill-min2-C#5-mf.wav,test,1
Strings,Viola,trill-minor-second-up,trill,Va-trill-min2-E3-mf-4c.wav,test,1
Saxophones,Alto-Sax,bisbigliando,bisbigliando,ASax-bisb-F4-mf.wav,validation,3
Saxophones,Alto-Sax,trill-major-second-up,trill,ASax-trill-maj2-D5-mf.wav,training,1
Strings,Violin,trill-minor-second-up,trill,Vn-trill-min2-A4-mf-3c.wav,training,1
Strings,Viola,artificial-harmonic-tremolo,tremolo,Va-art-harm-trem-D#6-mf-3c.wav,test,2
Strings,Violin-sordina,tremolo,tremolo,Vn+S-trem-D#5-ff.wav,training,2
Strings,Violoncello,sul-tasto-tremolo,tremolo,Vc-tasto-trem-D#2-mf-4c.wav,training,2
Tubas,Bass-Tuba,bisbigliando,bisbigliando,BBTb-bisb-G#3-mf.wav,test,3
Bassoons,Bassoon,trill-minor-second-up,trill,Bn-trill-min2-B1-mf.wav,training,1
Flutes,Flute,flatterzunge,flatterzunge,Fl-flatt-F5-mf.wav,validation,4
Strings,Contrabass,ordinario-to-tremolo,tremolo,Cb-ord_trem-D2-mf.wav,training,2
PluckedStrings,Harp,bisbigliando-with-stick,bisbigliando,Hp-bisb+stick-A6-mf.wav,training,3
Bassoons,Bassoon,flatterzunge,flatterzunge,Bn-flatt-D4-mf.wav,training,4
Trumpets,Trumpet-C,flatterzunge,flatterzunge,TpC-flatt-A#4-ff.wav,validation,4
Strings,Violin,tremolo,tremolo,Vn-trem-B5-ff-1c.wav,test,2
Strings,Violin,tremolo,tremolo,Vn-trem-A4-ff-2c.wav,validation,2
Horns,Horn,ordinario-to-flatterzunge,flatterzunge,Hn-ord_flatt-G#3-f.wav,training,4
Strings,Viola,sul-tasto-tremolo,tremolo,Va-tasto-trem-A3-mf-4c.wav,training,2
Tubas,Bass-Tuba,flatterzunge,flatterzunge,BBTb-flatt-E3-mf.wav,training,4
Strings,Violin,ordinario-to-tremolo,tremolo,Vn-ord_trem-F#5-mf-1c.wav,training,2
Trumpets,Trumpet-C,flatterzunge,flatterzunge,TpC-flatt-D5-ff.wav,training,4
Strings,Viola,sul-tasto-tremolo,tremolo,Va-tasto-trem-A#5-mf-1c.wav,training,2
Horns,Horn-sordina,flatterzunge,flatterzunge,Hn+S-flatt-A4-mf.wav,validation,4
Strings,Viola,sul-tasto-tremolo,tremolo,Va-tasto-trem-A4-mf-1c.wav,validation,2
Bassoons,Bassoon,vibrato,vibrato,Bn-vib-D#3-mf.wav,test,0
Strings,Viola,artificial-harmonic-tremolo,tremolo,Va-art-harm-trem-G6-mf-2c.wav,validation,2
Trumpets,Trumpet-C,flatterzunge,flatterzunge,TpC-flatt-E4-ff.wav,training,4
Trombones,Tenor-Trombone,flatterzunge-to-ordinario,flatterzunge,TTbn-flatt_ord-B3-f.wav,training,4
Strings,Violoncello,trill-major-second-up,trill,Vc-trill-maj2-E4-mf-1c.wav,test,1
Tubas,Bass-Tuba,flatterzunge,flatterzunge,BBTb-flatt-C#2-pp.wav,training,4
Horns,Horn,flatterzunge,flatterzunge,Hn-flatt-B4-ff.wav,training,4
Strings,Contrabass,artificial-harmonic-tremolo,tremolo,Cb-art-harm-trem-G5-mf-1c.wav,training,2
Tubas,Bass-Tuba,flatterzunge,flatterzunge,BBTb-flatt-A#3-pp.wav,training,4
Trumpets,Trumpet-C,trill-major-second-up,trill,TpC-trill-maj2-G#4-mf.wav,training,1
Strings,Contrabass,tremolo,tremolo,Cb-trem-B3-pp-1c.wav,test,2
Strings,Violin,ordinario-to-tremolo,tremolo,Vn-ord_trem-E5-mf.wav,validation,2
Clarinets,Clarinet-Bb,trill-major-second-up,trill,BbCl-trill-maj2-G5-mf.wav,test,1
Strings,Violoncello,sul-ponticello-tremolo,tremolo,Vc-pont-trem-F3-mf-2c.wav,training,2
Strings,Contrabass-sordina,tremolo,tremolo,Cb+S-trem-B3-mf-1c.wav,training,2
PluckedStrings,Harp,bisbigliando-with-stick,bisbigliando,Hp-bisb+stick-B1-mf.wav,test,3
Strings,Viola-sordina-piombo,tremolo,tremolo,Va+SP-trem-C6-mf-1c.wav,training,2
Strings,Violoncello,artificial-harmonic-tremolo,tremolo,Vc-art-harm-trem-A#6-mf-1c.wav,test,2
Strings,Viola,sul-tasto-tremolo,tremolo,Va-tasto-trem-A4-mf-3c.wav,training,2
Trumpets,Trumpet-C,ordinario-to-flatterzunge,flatterzunge,TpC-ord_flatt-C6-f.wav,training,4
Strings,Violoncello,tremolo,tremolo,Vc-trem-A3-pp-2c.wav,training,2
Strings,Viola-sordina,tremolo,tremolo,Va+S-trem-C#3-mf-4c.wav,test,2
Trombones,Tenor-Trombone,flatterzunge,flatterzunge,TTbn-flatt-A2-ff.wav,training,4
Flutes,Flute,trill-major-second-up,trill,Fl-trill-maj2-C5-mf.wav,test,1
Strings,Viola-sordina,tremolo,tremolo,Va+S-trem-E4-mf-2c.wav,test,2
Strings,Viola,trill-major-second-up,trill,Va-trill-maj2-G#4-mf-2c.wav,training,1
Trumpets,Trumpet-C-cup,flatterzunge,flatterzunge,TpC+C-flatt-D#4-mf.wav,test,4
Flutes,Flute,flatterzunge,flatterzunge,Fl-flatt-A4-mf.wav,test,4
Tubas,Bass-Tuba,flatterzunge,flatterzunge,BBTb-flatt-E3-pp.wav,training,4
Strings,Viola,tremolo,tremolo,Va-trem-G3-ff-3c.wav,test,2
Strings,Violin,tremolo,tremolo,Vn-trem-A6-mf-1c.wav,training,2
Trombones,Tenor-Trombone,flatterzunge,flatterzunge,TTbn-flatt-E3-pp.wav,validation,4
Trombones,Tenor-Trombone-cup,flatterzunge,flatterzunge,TTbn+C-flatt-C4-mf.wav,training,4
Bassoons,Bassoon,flatterzunge,flatterzunge,Bn-flatt-A#2-mf.wav,validation,4
Strings,Contrabass,tremolo,tremolo,Cb-trem-C3-ff-2c.wav,training,2
Flutes,Flute,flatterzunge,flatterzunge,Fl-flatt-E4-mf.wav,training,4
Trombones,Tenor-Trombone,flatterzunge,flatterzunge,TTbn-flatt-F#3-pp.wav,training,4
Strings,Violin-sordina,tremolo,tremolo,Vn+S-trem-F6-ff.wav,training,2
Clarinets,Clarinet-Bb,flatterzunge,flatterzunge,BbCl-flatt-D#3-mf.wav,training,4
Strings,Viola,tremolo,tremolo,Va-trem-G4-mf-3c.wav,validation,2
Trombones,Tenor-Trombone-wah,flatterzunge-closed,flatterzunge,TTbn+W-flatt-closed-E3-mf.wav,validation,4
Trumpets,Trumpet-C-harmon,flatterzunge,flatterzunge,TpC+H-flatt-D#5-mf.wav,training,4
Strings,Contrabass,tremolo-to-ordinario,tremolo,Cb-trem_ord-C#4-mf.wav,test,2
Strings,Viola,tremolo-to-ordinario,tremolo,Va-trem_ord-B5-mf.wav,test,2
Tubas,Bass-Tuba,flatterzunge-and-voice-unison,flatterzunge,BBTb-flatt+voice-uni-A3-mf.wav,training,4
Flutes,Flute,flatterzunge-to-ordinario,flatterzunge,Fl-flatt_ord-G5-mf.wav,training,4
Strings,Violoncello-sordina,tremolo,tremolo,Vc+S-trem-F2-mf-4c.wav,training,2
Oboes,Oboe,flatterzunge,flatterzunge,Ob-flatt-A6-mf.wav,training,4
Strings,Viola,sul-tasto-tremolo,tremolo,Va-tasto-trem-G4-mf-2c.wav,training,2
PluckedStrings,Harp,bisbigliando-with-stick,bisbigliando,Hp-bisb+stick-D4-mf.wav,test,3
Strings,Contrabass,sul-tasto-tremolo,tremolo,Cb-tasto-trem-D#3-mf-2c.wav,training,2
Strings,Violoncello,tremolo,tremolo,Vc-trem-C2-mf-4c.wav,training,2
Strings,Violoncello,trill-major-second-up,trill,Vc-trill-maj2-D#3-mf-3c.wav,training,1
Strings,Violin,tremolo,tremolo,Vn-trem-F5-ff-2c.wav,validation,2
Strings,Violoncello,sul-ponticello-tremolo,tremolo,Vc-pont-trem-G4-mf-1c.wav,validation,2
Strings,Violin,sul-ponticello-tremolo,tremolo,Vn-pont-trem-G#4-mf-3c.wav,training,2
Strings,Violin,tremolo,tremolo,Vn-trem-D6-mf-2c.wav,validation,2
PluckedStrings,Harp,bisbigliando,bisbigliando,Hp-bisb-C#5-mf.wav,training,3
Horns,Horn,ordinario-to-flatterzunge,flatterzunge,Hn-ord_flatt-D4-f.wav,test,4
Strings,Violoncello,tremolo,tremolo,Vc-trem-D3-ff-2c.wav,training,2
Strings,Viola,tremolo-to-ordinario,tremolo,Va-trem_ord-D#5-mf.wav,validation,2
Strings,Viola,artificial-harmonic-tremolo,tremolo,Va-art-harm-trem-F6-mf-2c.wav,training,2
Trombones,Tenor-Trombone-cup,flatterzunge,flatterzunge,TTbn+C-flatt-D#4-mf.wav,training,4
Strings,Violin,tremolo,tremolo,Vn-trem-D#4-ff-3c.wav,training,2
Flutes,Flute,flatterzunge,flatterzunge,Fl-flatt-A#4-mf.wav,training,4
Strings,Viola-sordina,tremolo,tremolo,Va+S-trem-A#4-mf-2c.wav,test,2
Strings,Violin,artificial-harmonic-tremolo,tremolo,Vn-art-harm-trem-F#6-mf-4c.wav,test,2
Strings,Violoncello,ordinario-to-tremolo,tremolo,Vc-ord_trem-D#5-mf-1c.wav,training,2
Strings,Violin,tremolo,tremolo,Vn-trem-D#6-pp-1c.wav,validation,2
Strings,Violoncello,tremolo,tremolo,Vc-trem-C#4-pp-1c.wav,training,2
Trombones,Tenor-Trombone,flatterzunge,flatterzunge,TTbn-flatt-A#2-mf.wav,training,4
Strings,Violoncello,ordinario-to-tremolo,tremolo,Vc-ord_trem-C5-mf.wav,training,2
Strings,Violin,tremolo-to-ordinario,tremolo,Vn-trem_ord-G5-mf-2c.wav,training,2
Trombones,Tenor-Trombone,flatterzunge,flatterzunge,TTbn-flatt-C4-pp.wav,training,4
Strings,Violoncello,artificial-harmonic-tremolo,tremolo,Vc-art-harm-trem-D#4-mf-4c.wav,test,2
Strings,Violin-sordina,tremolo,tremolo,Vn+S-trem-F5-mf-1c 1.wav,test,2
Oboes,Oboe,vibrato,vibrato,Ob-vib-C#6-mf.wav,training,0
Strings,Violin,tremolo,tremolo,Vn-trem-C#5-mf-2c.wav,test,2
Trombones,Tenor-Trombone,flatterzunge,flatterzunge,TTbn-flatt-F#2-pp.wav,training,4
Strings,Contrabass,tremolo-to-ordinario,tremolo,Cb-trem_ord-A1-mf.wav,training,2
Strings,Viola,sul-ponticello-tremolo,tremolo,Va-pont-trem-C#5-mf-1c.wav,training,2
Strings,Violin-sordina,tremolo,tremolo,Vn+S-trem-D6-mf-1c 1.wav,training,2
Trumpets,Trumpet-C-wah,flatterzunge-open,flatterzunge,TpC+W-flatt-open-F#3-mf.wav,test,4
Clarinets,Clarinet-Bb,flatterzunge,flatterzunge,BbCl-flatt-E6-ff.wav,training,4
Strings,Violin,trill-minor-second-up,trill,Vn-trill-min2-G3-mf-4c.wav,training,1
Strings,Violoncello,tremolo,tremolo,Vc-trem-E4-mf-2c.wav,training,2
Tubas,Bass-Tuba,flatterzunge-to-ordinario,flatterzunge,BBTb-flatt_ord-E2-mf.wav,test,4
Strings,Violin,tremolo-to-ordinario,tremolo,Vn-trem_ord-A4-mf-3c.wav,training,2
Strings,Contrabass,sul-tasto-tremolo,tremolo,Cb-tasto-trem-D4-mf-1c.wav,training,2
Strings,Viola,tremolo,tremolo,Va-trem-E4-pp-3c.wav,test,2
Horns,Horn,flatterzunge,flatterzunge,Hn-flatt-A#2-mf.wav,test,4
Horns,Horn,flatterzunge,flatterzunge,Hn-flatt-A#3-ff.wav,test,4
Flutes,Flute,flatterzunge-to-ordinario,flatterzunge,Fl-flatt_ord-D5-mf.wav,validation,4
Horns,Horn,flatterzunge-stopped,flatterzunge,Hn-flatt-stopped-D#2-mf.wav,training,4
Strings,Contrabass,tremolo,tremolo,Cb-trem-A2-ff-1c.wav,training,2
Strings,Violin,tremolo,tremolo,Vn-trem-F#4-ff-3c.wav,test,2
Strings,Contrabass,tremolo,tremolo,Cb-trem-E3-ff-2c.wav,test,2
Strings,Violin,trill-minor-second-up,trill,Vn-trill-min2-G#5-mf-2c.wav,validation,1
Trombones,Tenor-Trombone-harmon,flatterzunge,flatterzunge,TTbn+H-flatt-G#3-mf.wav,training,4
Strings,Viola,trill-major-second-up,trill,Va-trill-maj2-C#3-mf-4c.wav,test,1
Trumpets,Trumpet-C-wah,flatterzunge-open,flatterzunge,TpC+W-flatt-open-D5-mf.wav,validation,4
Horns,Horn,flatterzunge,flatterzunge,Hn-flatt-C3-pp.wav,training,4
Strings,Violoncello,sul-ponticello-tremolo,tremolo,Vc-pont-trem-D#4-mf-1c.wav,test,2
Strings,Contrabass,tremolo,tremolo,Cb-trem-F#2-pp-3c.wav,training,2
Strings,Contrabass,tremolo-to-ordinario,tremolo,Cb-trem_ord-F2-mf-2c.wav,test,2
Strings,Contrabass,tremolo-to-ordinario,tremolo,Cb-trem_ord-B1-mf-4c.wav,training,2
Strings,Violin,trill-minor-second-up,trill,Vn-trill-min2-F4-mf-4c.wav,training,1
Trombones,Tenor-Trombone,vibrato,vibrato,TTbn-vib-F#4-p.wav,training,0
Strings,Violin,tremolo,tremolo,Vn-trem-C#5-mf-3c.wav,training,2
Trumpets,Trumpet-C-harmon,flatterzunge,flatterzunge,TpC+H-flatt-C#5-mf.wav,test,4
Strings,Violin,sul-ponticello-tremolo,tremolo,Vn-pont-trem-C4-mf-4c.wav,training,2
Strings,Viola,tremolo,tremolo,Va-trem-C#5-ff-3c.wav,training,2
Tubas,Bass-Tuba,flatterzunge-and-voice-unison,flatterzunge,BBTb-flatt+voice-uni-A1-mf.wav,test,4
Strings,Contrabass,trill-minor-second-up,trill,Cb-trill-min2-A#1-mf-3c.wav,training,1
Strings,Violin,trill-minor-second-up,trill,Vn-trill-min2-A6-mf-1c.wav,training,1
Strings,Contrabass,tremolo,tremolo,Cb-trem-F1-ff-4c.wav,test,2
Trumpets,Trumpet-C-wah,flatterzunge-open,flatterzunge,TpC+W-flatt-open-F#5-mf.wav,training,4
Strings,Violin-sordina-piombo,tremolo,tremolo,Vn+SP-trem-E5-mf-2c.wav,test,2
Strings,Contrabass,sul-tasto-tremolo,tremolo,Cb-tasto-trem-E2-mf-4c.wav,training,2
Strings,Violin,trill-minor-second-up,trill,Vn-trill-min2-D#6-mf-1c.wav,test,1
Horns,Horn,flatterzunge-stopped,flatterzunge,Hn-flatt-stopped-G2-mf.wav,training,4
Oboes,Oboe,vibrato,vibrato,Ob-vib-D5-mf.wav,training,0
Strings,Violoncello,artificial-harmonic-tremolo,tremolo,Vc-art-harm-trem-A5-mf-2c.wav,training,2
Strings,Contrabass,sul-ponticello-tremolo,tremolo,Cb-pont-trem-G#1-mf-4c.wav,training,2
Strings,Viola,tremolo,tremolo,Va-trem-A#3-pp-4c.wav,validation,2
Oboes,Oboe,flatterzunge,flatterzunge,Ob-flatt-C#6-mf.wav,validation,4
Saxophones,Alto-Sax,flatterzunge-to-ordinario,flatterzunge,ASax-flatt_ord-A#4-mf.wav,validation,4
Tubas,Bass-Tuba,flatterzunge,flatterzunge,BBTb-flatt-A1-pp.wav,validation,4
PluckedStrings,Harp,bisbigliando,bisbigliando,Hp-bisb-B2-p.wav,training,3
Oboes,Oboe,trill-minor-second-up,trill,Ob-trill-min2-B5-mf.wav,training,1
Strings,Viola,trill-major-second-up,trill,Va-trill-maj2-G6-mf-1c.wav,validation,1
Tubas,Bass-Tuba,flatterzunge,flatterzunge,BBTb-flatt-G3-mf.wav,training,4
Horns,Horn,flatterzunge-to-ordinario,flatterzunge,Hn-flatt_ord-D#2-f.wav,training,4
Strings,Contrabass,sul-ponticello-tremolo,tremolo,Cb-pont-trem-C#2-mf-3c.wav,validation,2
Saxophones,Alto-Sax,bisbigliando,bisbigliando,ASax-bisb-F#4-mf.wav,training,3
Strings,Violoncello,trill-major-second-up,trill,Vc-trill-maj2-D#4-mf-1c.wav,training,1
PluckedStrings,Harp,bisbigliando-with-stick,bisbigliando,Hp-bisb+stick-C#6-mf.wav,training,3
Strings,Violin,sul-ponticello-tremolo,tremolo,Vn-pont-trem-D6-mf-1c.wav,validation,2
Strings,Contrabass,sul-ponticello-tremolo,tremolo,Cb-pont-trem-G2-mf-1c.wav,training,2
Strings,Violoncello,tremolo,tremolo,Vc-trem-D4-pp-2c.wav,training,2
Oboes,Oboe,vibrato,vibrato,Ob-vib-C4-mf.wav,training,0
Saxophones,Alto-Sax,flatterzunge,flatterzunge,ASax-flatt-D3-mf.wav,test,4
Trombones,Tenor-Trombone-cup,flatterzunge,flatterzunge,TTbn+C-flatt-B3-mf.wav,validation,4
Strings,Violin,tremolo,tremolo,Vn-trem-D#5-ff-3c.wav,training,2
Strings,Contrabass,trill-major-second-up,trill,Cb-trill-maj2-F1-mf-4c.wav,training,1
Bassoons,Bassoon,vibrato,vibrato,Bn-vib-C#4-mf.wav,training,0
Trombones,Tenor-Trombone-wah,flatterzunge-closed,flatterzunge,TTbn+W-flatt-closed-F2-mf.wav,training,4
Strings,Violin,ordinario-to-tremolo,tremolo,Vn-ord_trem-F#6-mf-1c.wav,training,2
Strings,Violin,tremolo-to-ordinario,tremolo,Vn-trem_ord-D6-mf.wav,training,2
Trombones,Tenor-Trombone,vibrato,vibrato,TTbn-vib-F#2-f.wav,training,0
Strings,Violin,tremolo,tremolo,Vn-trem-F#5-ff-3c.wav,validation,2
Horns,Horn-sordina,flatterzunge,flatterzunge,Hn+S-flatt-B4-mf.wav,training,4
Strings,Viola,sul-tasto-tremolo,tremolo,Va-tasto-trem-F#4-mf-4c.wav,training,2
Strings,Violin-sordina-piombo,tremolo,tremolo,Vn+SP-trem-D6-mf-1c.wav,training,2
Tubas,Bass-Tuba,flatterzunge,flatterzunge,BBTb-flatt-B3-pp.wav,training,4
Strings,Violoncello,tremolo,tremolo,Vc-trem-F5-mf-1c.wav,validation,2
Strings,Violoncello-sordina-piombo,tremolo,tremolo,Vc+SP-trem-A#4-mf-1c.wav,validation,2
Trombones,Tenor-Trombone,flatterzunge-to-ordinario,flatterzunge,TTbn-flatt_ord-A4-f.wav,training,4
Strings,Violin-sordina-piombo,tremolo,tremolo,Vn+SP-trem-D#5-mf-2c.wav,test,2
Strings,Viola,sul-tasto-tremolo,tremolo,Va-tasto-trem-F#4-mf-2c.wav,validation,2
Strings,Contrabass,sul-tasto-tremolo,tremolo,Cb-tasto-trem-F#3-mf-1c.wav,test,2
Clarinets,Clarinet-Bb,flatterzunge,flatterzunge,BbCl-flatt-F4-pp.wav,training,4
Strings,Contrabass-sordina,tremolo,tremolo,Cb+S-trem-G#2-mf-2c.wav,training,2
Tubas,Bass-Tuba,trill-minor-second-up,trill,BBTb-trill-min2-G3-mf.wav,training,1
Oboes,Oboe,flatterzunge,flatterzunge,Ob-flatt-D6-mf.wav,test,4
Oboes,Oboe,vibrato,vibrato,Ob-vib-A5-mf.wav,training,0
Strings,Violin,tremolo,tremolo,Vn-trem-F4-mf-4c.wav,training,2
Strings,Viola,tremolo-to-ordinario,tremolo,Va-trem_ord-G3-mf-4c.wav,training,2
Clarinets,Clarinet-Bb,flatterzunge,flatterzunge,BbCl-flatt-C#4-pp.wav,training,4
Strings,Violin,tremolo-to-ordinario,tremolo,Vn-trem_ord-F#6-mf-1c.wav,training,2
Bassoons,Bassoon,vibrato,vibrato,Bn-vib-A#2-mf.wav,test,0
Flutes,Flute,flatterzunge-to-ordinario,flatterzunge,Fl-flatt_ord-F5-mf.wav,training,4
Saxophones,Alto-Sax,trill-minor-second-up,trill,ASax-trill-min2-G#5-mf.wav,test,1
Strings,Viola,trill-minor-second-up,trill,Va-trill-min2-C#4-mf-3c.wav,test,1
Trombones,Tenor-Trombone,flatterzunge,flatterzunge,TTbn-flatt-F3-pp.wav,training,4
Strings,Viola,tremolo,tremolo,Va-trem-B4-mf-3c.wav,test,2
Trombones,Tenor-Trombone-wah,flatterzunge-closed,flatterzunge,TTbn+W-flatt-closed-G#4-mf.wav,training,4
Strings,Viola-sordina-piombo,tremolo,tremolo,Va+SP-trem-C#5-mf-1c.wav,training,2
Strings,Violoncello,tremolo,tremolo,Vc-trem-C#2-mf-4c.wav,training,2
Flutes,Flute,flatterzunge,flatterzunge,Fl-flatt-D5-pp.wav,training,4
Tubas,Bass-Tuba,bisbigliando,bisbigliando,BBTb-bisb-D#4-mf.wav,training,3
Strings,Viola,trill-major-second-up,trill,Va-trill-maj2-D4-mf-3c.wav,test,1
Strings,Viola,sul-ponticello-tremolo,tremolo,Va-pont-trem-C4-mf-4c.wav,training,2
Horns,Horn,trill-major-second-up,trill,Hn-trill-maj2-E4-mf.wav,training,1
PluckedStrings,Harp,bisbigliando-with-stick,bisbigliando,Hp-bisb+stick-F1-mf.wav,training,3
PluckedStrings,Harp,bisbigliando-with-stick,bisbigliando,Hp-bisb+stick-B4-mf.wav,test,3
Strings,Contrabass,tremolo,tremolo,Cb-trem-C#2-ff-3c.wav,training,2
Strings,Contrabass,tremolo,tremolo,Cb-trem-G4-ff-1c.wav,test,2
Strings,Viola,tremolo,tremolo,Va-trem-B4-ff-4c.wav,training,2
Strings,Contrabass,tremolo,tremolo,Cb-trem-A#1-ff-4c.wav,training,2
Tubas,Bass-Tuba,trill-minor-second-up,trill,BBTb-trill-min2-A#3-mf.wav,training,1
Horns,Horn-sordina,flatterzunge,flatterzunge,Hn+S-flatt-G#3-mf.wav,training,4
Trombones,Tenor-Trombone-harmon,flatterzunge,flatterzunge,TTbn+H-flatt-B2-mf.wav,training,4
Trombones,Tenor-Trombone,flatterzunge,flatterzunge,TTbn-flatt-A#3-ff.wav,training,4
Strings,Contrabass,tremolo,tremolo,Cb-trem-D2-mf-4c.wav,validation,2
Strings,Contrabass,sul-tasto-tremolo,tremolo,Cb-tasto-trem-C3-mf-2c.wav,validation,2
Trumpets,Trumpet-C,trill-minor-second-up,trill,TpC-trill-min2-C5-mf.wav,training,1
Strings,Viola,sul-ponticello-tremolo,tremolo,Va-pont-trem-E3-mf-4c.wav,training,2
Tubas,Bass-Tuba,bisbigliando,bisbigliando,BBTb-bisb-A#2-mf.wav,test,3
Strings,Violin,tremolo,tremolo,Vn-trem-D#4-pp-3c.wav,validation,2
Trombones,Tenor-Trombone,flatterzunge,flatterzunge,TTbn-flatt-D4-pp.wav,validation,4
Strings,Contrabass,sul-tasto-tremolo,tremolo,Cb-tasto-trem-A2-mf-3c.wav,test,2
Horns,Horn,flatterzunge-to-ordinario,flatterzunge,Hn-flatt_ord-F4-f.wav,training,4
Strings,Viola,tremolo-to-ordinario,tremolo,Va-trem_ord-G6-mf.wav,training,2
Strings,Violin,tremolo-to-ordinario,tremolo,Vn-trem_ord-D4-mf-4c.wav,training,2
Strings,Viola-sordina,tremolo,tremolo,Va+S-trem-B3-mf-4c.wav,training,2
Horns,Horn,trill-major-second-up,trill,Hn-trill-maj2-A#4-mf.wav,training,1
Strings,Viola,artificial-harmonic-tremolo,tremolo,Va-art-harm-trem-A#5-mf-3c.wav,validation,2
Saxophones,Alto-Sax,trill-minor-second-up,trill,ASax-trill-min2-B4-mf.wav,training,1
